MSSubClass,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SalePrice,outdoorAreaSF
30,60.0,7879,IDOTRR,1Story,4,5,1920,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,Rec,720,TA,720,0,1,2,TA,4,0,none,none,none,0,0,11,2009,34900,638
20,90.4186046511628,12692,NoRidge,1Story,8,5,1992,BrkFace,BrkFace,None,0.0,PConc,Gd,GLQ,3200,Ex,3228,1,3,4,Gd,10,1,Gd,Attchd,RFn,2,546,5,2007,430000,630
50,60.0,9120,BrkSide,1.5Fin,7,6,1925,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,Rec,1026,Ex,1820,1,2,4,TA,8,0,none,Detchd,Unf,1,240,6,2008,184000,100
20,65.0,7800,Sawyer,1Story,5,7,1967,HdBoard,HdBoard,BrkFace,89.0,PConc,TA,ALQ,864,Ex,899,0,1,3,Gd,5,0,none,Attchd,Fin,1,288,6,2009,130000,64
20,70.0,7535,NAmes,1Story,5,7,1958,MetalSd,MetalSd,None,0.0,CBlock,TA,BLQ,912,Fa,912,0,1,2,TA,5,0,none,Attchd,Fin,1,297,6,2007,120000,297
160,21.0,1890,BrDale,2Story,6,5,1973,HdBoard,HdBoard,BrkFace,285.0,CBlock,TA,BLQ,672,TA,1218,0,1,3,TA,7,0,none,Detchd,Unf,1,264,5,2007,113000,172
60,75.0,9803,Somerst,2Story,7,5,2005,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,866,Gd,1768,0,2,3,Gd,7,0,none,Attchd,RFn,2,603,2,2008,226700,108
20,70.0,9170,Edwards,1Story,5,7,1965,MetalSd,MetalSd,None,0.0,CBlock,TA,ALQ,1214,Ex,1214,1,1,2,TA,6,0,none,Detchd,Unf,2,461,4,2007,140000,184
20,100.0,15602,Crawfor,1Story,7,8,1959,BrkFace,Wd Sdng,None,0.0,CBlock,TA,ALQ,1501,TA,1801,1,2,1,TA,6,2,TA,Attchd,Fin,2,484,3,2010,289000,215
160,24.0,2308,NPkVill,2Story,6,5,1974,Plywood,Brk Cmn,None,0.0,CBlock,TA,ALQ,855,TA,1322,0,2,3,TA,6,1,Fa,Attchd,Unf,2,440,6,2009,147000,260
90,60.0,7596,OldTown,2Story,5,5,1952,Wd Sdng,Wd Sdng,BrkFace,360.0,CBlock,TA,Unf,960,Gd,1960,0,2,4,TA,10,0,none,Detchd,Unf,2,400,7,2009,124500,0
60,80.0,9554,SawyerW,2Story,8,5,1993,VinylSd,VinylSd,BrkFace,125.0,PConc,Gd,GLQ,777,Ex,1911,0,2,3,Gd,8,1,TA,Attchd,RFn,2,471,9,2006,215000,263
20,75.0,7862,Somerst,1Story,6,5,2009,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,1218,Ex,1218,0,2,2,Gd,4,0,none,Attchd,Fin,2,676,9,2009,208300,102
70,60.0,9600,OldTown,2Story,7,9,1928,MetalSd,MetalSd,None,0.0,BrkTil,TA,Rec,689,Ex,1378,0,2,3,Gd,7,1,Gd,Detchd,Unf,2,360,10,2008,161000,116
20,80.0,9600,NAmes,1Story,5,6,1959,MetalSd,MetalSd,BrkFace,132.0,CBlock,TA,ALQ,1041,Ex,1041,1,1,3,TA,6,0,none,Attchd,RFn,1,270,7,2009,124500,312
20,75.0,14559,NAmes,1Story,5,7,1951,Wd Sdng,Wd Sdng,BrkCmn,70.0,CBlock,TA,BLQ,1008,Ex,1363,1,1,2,TA,6,2,TA,CarPort,Unf,1,288,6,2009,164900,534
120,40.0,6792,NridgHt,1Story,7,5,2005,VinylSd,VinylSd,Stone,94.0,PConc,Gd,Unf,1368,Ex,1368,0,2,2,Gd,6,1,Gd,Attchd,RFn,2,474,3,2006,202665,167
20,70.0,9100,NAmes,1Story,5,5,1958,VinylSd,VinylSd,None,0.0,CBlock,TA,BLQ,864,TA,864,1,1,3,TA,5,0,none,Detchd,Unf,2,624,7,2006,129900,0
20,71.0,9187,Mitchel,1Story,6,5,1983,VinylSd,VinylSd,None,0.0,PConc,TA,ALQ,1084,TA,1080,0,1,3,TA,5,0,none,Attchd,Unf,2,484,6,2007,134000,278
45,55.0,10594,Crawfor,1.5Unf,5,5,1926,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,768,Fa,789,0,1,2,TA,5,0,none,Detchd,Unf,1,200,6,2007,96500,112
20,94.0,12220,NridgHt,1Story,10,5,2009,CemntBd,CmentBd,BrkFace,305.0,CBlock,Ex,GLQ,2006,Ex,2020,1,2,3,Ex,9,1,Gd,Attchd,Fin,3,900,9,2009,402861,210
80,90.4186046511628,10448,NWAmes,SLvl,6,6,1972,HdBoard,HdBoard,BrkFace,333.0,CBlock,TA,Unf,689,TA,2119,0,2,3,TA,7,1,TA,Attchd,RFn,2,583,8,2009,158000,104
60,79.0,10208,NoRidge,2Story,7,5,1996,VinylSd,VinylSd,BrkFace,921.0,PConc,Gd,Unf,1264,Ex,2344,0,2,3,Gd,7,1,TA,Attchd,RFn,3,889,7,2009,265000,220
60,90.4186046511628,9531,CollgCr,2Story,6,5,1998,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,794,Ex,1796,1,2,3,TA,7,0,none,Attchd,RFn,2,546,5,2007,211000,36
70,53.0,10918,Crawfor,2Story,7,9,1926,MetalSd,MetalSd,None,0.0,BrkTil,Gd,Unf,1276,Ex,2080,0,1,3,Gd,9,2,Gd,Detchd,Unf,1,282,6,2009,234000,145
20,90.0,11988,NAmes,1Story,6,6,1957,VinylSd,VinylSd,None,0.0,CBlock,TA,Rec,1244,Ex,1244,0,1,3,TA,6,2,Gd,Attchd,Unf,1,336,5,2007,150000,40
50,50.0,5000,BrkSide,1.5Fin,6,7,1947,CemntBd,CmentBd,None,0.0,CBlock,TA,ALQ,1004,Ex,1664,0,2,3,TA,7,2,Gd,Detchd,Unf,2,420,10,2006,159000,60
60,130.0,40094,Edwards,2Story,10,5,2007,CemntBd,CmentBd,Stone,762.0,PConc,Ex,GLQ,3138,Ex,4676,1,3,3,Ex,11,1,Gd,BuiltIn,Fin,3,884,10,2007,184750,614
60,95.0,11787,NoRidge,2Story,7,5,1996,VinylSd,VinylSd,BrkFace,594.0,PConc,Gd,GLQ,1379,Ex,2398,1,2,3,Gd,8,1,TA,Attchd,Fin,3,834,8,2007,315750,299
20,62.0,7500,Somerst,1Story,7,5,2005,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,1257,Ex,1266,0,2,3,Gd,6,1,TA,Attchd,Unf,2,453,4,2006,176000,182
20,70.0,13300,NAmes,1Story,5,7,1956,Wd Sdng,Wd Sdng,None,0.0,CBlock,Gd,Rec,928,TA,928,0,1,2,TA,4,0,none,Attchd,Unf,1,252,6,2007,132000,417
60,67.0,14948,NridgHt,2Story,9,5,2008,VinylSd,VinylSd,Stone,268.0,PConc,Ex,GLQ,1452,Ex,2713,1,2,3,Ex,11,1,Gd,Attchd,Fin,3,858,11,2008,446261,192
30,58.0,9098,Edwards,1Story,4,7,1920,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,ALQ,528,Ex,605,1,1,2,TA,5,0,none,none,none,0,0,7,2007,86000,144
80,85.0,10200,Timber,SLvl,6,5,1988,HdBoard,HdBoard,BrkFace,219.0,CBlock,Gd,GLQ,1461,Ex,1509,1,2,3,Gd,5,1,Fa,Attchd,RFn,2,600,8,2008,175000,224
70,60.0,6155,BrkSide,2Story,6,8,1920,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Fa,Unf,611,Ex,1362,0,2,3,TA,6,0,none,Detchd,Fin,2,502,6,2008,128000,84
60,74.0,9056,Gilbert,2Story,8,5,2004,VinylSd,VinylSd,None,0.0,PConc,Ex,Unf,707,Ex,1414,0,2,3,Gd,6,1,Gd,Attchd,Fin,2,403,10,2006,178000,135
190,70.0,7000,Edwards,2Story,5,7,1910,MetalSd,MetalSd,None,0.0,CBlock,Gd,GLQ,1117,TA,1347,1,1,3,TA,5,0,none,none,none,0,0,1,2008,107500,233
60,57.0,8924,CollgCr,2Story,7,5,1998,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,880,Ex,1724,0,2,3,Gd,8,0,none,Attchd,Fin,2,527,7,2008,188000,275
20,90.4186046511628,12735,NAmes,1Story,4,5,1972,MetalSd,MetalSd,None,0.0,CBlock,TA,BLQ,864,TA,864,0,1,3,TA,5,0,none,Detchd,Unf,2,576,4,2008,111250,216
20,90.4186046511628,11553,Sawyer,1Story,5,5,1968,Plywood,Plywood,BrkFace,188.0,CBlock,TA,BLQ,1051,TA,1159,0,1,3,TA,7,1,Fa,Attchd,Unf,1,336,7,2006,158000,466
20,90.4186046511628,11423,CollgCr,1Story,8,5,2001,VinylSd,VinylSd,BrkFace,479.0,PConc,Gd,GLQ,1581,Ex,1601,1,2,3,Gd,6,1,TA,Attchd,RFn,2,670,5,2010,272000,180
20,85.0,14601,Timber,1Story,9,5,2006,VinylSd,VinylSd,BrkFace,584.0,PConc,Ex,GLQ,1838,Ex,1838,1,2,2,Ex,8,1,Gd,Attchd,Fin,3,765,3,2009,315000,338
60,90.4186046511628,11000,NoRidge,2Story,8,5,2000,VinylSd,VinylSd,BrkFace,72.0,PConc,Gd,Unf,969,Ex,2285,0,2,4,Gd,8,1,TA,BuiltIn,Fin,3,648,6,2007,248000,56
20,78.0,10140,NWAmes,1Story,7,5,1998,VinylSd,VinylSd,None,0.0,PConc,Ex,LwQ,1650,Ex,1680,1,2,3,Gd,7,1,TA,Attchd,Fin,2,583,6,2009,213250,151
120,34.0,4058,NAmes,SFoyer,7,5,1998,MetalSd,MetalSd,BrkFace,182.0,PConc,Gd,GLQ,723,Ex,767,1,1,1,TA,4,0,none,Attchd,Fin,1,367,6,2007,133000,160
60,58.0,17104,Gilbert,2Story,7,5,2006,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,654,Ex,1496,1,2,3,Gd,7,1,Gd,Attchd,RFn,2,426,9,2006,179665,124
50,90.4186046511628,13837,NWAmes,1.5Fin,7,5,1988,HdBoard,HdBoard,BrkFace,178.0,PConc,Gd,GLQ,1204,Gd,2183,0,2,4,Gd,9,0,none,Attchd,Unf,3,786,2,2006,229000,0
50,70.0,8737,BrkSide,1.5Fin,6,7,1923,BrkFace,Wd Sdng,None,0.0,BrkTil,Gd,Rec,1065,Ex,1635,0,1,3,TA,6,1,Gd,Detchd,Unf,2,440,5,2007,210000,38
85,54.0,7244,Mitchel,SFoyer,5,7,1970,VinylSd,VinylSd,None,0.0,CBlock,Gd,ALQ,768,Ex,768,1,1,2,TA,5,0,none,Detchd,Unf,2,624,4,2007,129500,104
20,49.0,8235,OldTown,1Story,5,7,1955,MetalSd,MetalSd,None,0.0,CBlock,TA,LwQ,825,TA,825,1,1,2,TA,4,0,none,Detchd,RFn,2,720,6,2008,125000,190
60,75.0,9375,Somerst,2Story,7,5,2003,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,912,Ex,2094,0,2,4,Gd,8,1,Gd,BuiltIn,Fin,2,615,11,2009,263000,364
120,53.0,4043,NPkVill,1Story,6,6,1977,Plywood,Plywood,None,0.0,CBlock,Gd,ALQ,1069,TA,1069,0,2,2,TA,4,0,none,Attchd,RFn,2,440,10,2008,140000,255
20,50.0,6000,OldTown,1Story,5,6,1957,BrkFace,BrkFace,None,0.0,CBlock,TA,Rec,928,Gd,928,0,1,3,TA,5,0,none,Attchd,Fin,1,288,6,2008,112500,0
20,87.0,11146,NridgHt,1Story,8,5,2006,VinylSd,VinylSd,Stone,250.0,PConc,Ex,Unf,1709,Ex,1717,0,2,3,Gd,7,1,Gd,Attchd,RFn,3,908,7,2009,255500,208
60,85.0,10625,NridgHt,2Story,7,5,2003,VinylSd,VinylSd,BrkFace,292.0,PConc,Gd,GLQ,998,Ex,2046,1,2,3,Gd,8,1,Gd,BuiltIn,RFn,3,871,8,2008,284000,382
45,58.0,6380,BrkSide,1.5Unf,5,6,1922,MetalSd,MetalSd,None,0.0,BrkTil,TA,Unf,993,TA,1048,0,1,2,TA,5,1,Gd,Detchd,Unf,1,280,8,2006,113000,116
20,69.0,14850,NAmes,1Story,5,5,1957,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,Rec,1092,TA,1092,1,1,2,TA,6,1,TA,Attchd,Fin,1,299,5,2006,141000,390
50,60.0,11040,IDOTRR,1.5Fin,4,6,1920,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,637,Gd,1336,0,1,3,TA,7,0,none,CarPort,Unf,1,570,9,2006,108000,167
60,57.0,21872,Gilbert,2Story,7,5,1996,HdBoard,HdBoard,None,0.0,PConc,Gd,GLQ,729,Ex,1446,0,2,3,TA,6,1,TA,Attchd,Unf,2,406,8,2008,175000,286
120,90.4186046511628,3196,Blmngtn,1Story,7,5,2003,VinylSd,VinylSd,BrkFace,18.0,PConc,Gd,Unf,1374,Ex,1557,0,2,2,Gd,7,1,TA,Attchd,Fin,2,420,10,2006,234000,163
20,90.4186046511628,11341,Sawyer,1Story,5,6,1957,Wd Sdng,Wd Sdng,BrkFace,180.0,CBlock,Gd,ALQ,1392,TA,1392,1,1,3,TA,5,1,Gd,Detchd,Unf,2,528,5,2010,121500,95
20,77.0,10010,Mitchel,1Story,5,5,1974,HdBoard,HdBoard,None,0.0,CBlock,Gd,ALQ,1389,Gd,1389,1,1,2,TA,6,1,TA,Attchd,RFn,2,418,4,2006,170000,278
30,63.0,13907,Edwards,1Story,5,6,1940,WdShing,Wd Shng,None,0.0,CBlock,TA,BLQ,996,Ex,996,1,1,3,TA,6,1,Gd,none,none,0,0,7,2008,108000,144
50,66.0,21780,Edwards,1.5Fin,6,7,1918,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Gd,Unf,1163,Ex,1674,0,2,4,TA,8,1,Gd,Detchd,Fin,2,396,7,2008,185000,252
60,90.4186046511628,13346,NoRidge,2Story,7,5,1992,HdBoard,HdBoard,None,0.0,PConc,Gd,GLQ,1095,Ex,2295,1,2,4,Gd,9,1,TA,Attchd,RFn,2,590,7,2006,268000,40
70,66.0,6858,SWISU,2Story,6,4,1915,Wd Sdng,Wd Sdng,None,0.0,PConc,Gd,Unf,806,TA,1647,1,1,4,Fa,6,0,none,Detchd,Unf,1,216,5,2010,128000,202
60,77.0,11198,StoneBr,2Story,9,5,2005,VinylSd,VinylSd,BrkFace,245.0,PConc,Gd,Unf,1122,Ex,2504,0,2,4,Ex,11,1,Gd,BuiltIn,Fin,3,656,6,2008,325000,183
20,70.0,10171,NridgHt,1Story,7,5,2004,VinylSd,VinylSd,BrkFace,168.0,PConc,Gd,GLQ,1517,Ex,1535,0,2,3,Gd,7,0,none,Attchd,RFn,2,532,3,2010,214000,0
50,79.0,12327,SawyerW,1.5Fin,8,8,1983,Wd Sdng,Wd Sdng,None,0.0,CBlock,Gd,GLQ,1496,Ex,2132,1,1,1,Gd,5,1,Gd,BuiltIn,Fin,2,612,9,2009,316600,389
90,90.4186046511628,7032,NAmes,SFoyer,5,5,1979,MetalSd,MetalSd,None,0.0,CBlock,Gd,GLQ,943,TA,943,1,1,2,TA,4,2,TA,Detchd,Unf,2,600,12,2006,135960,42
90,74.0,13101,NAmes,1Story,5,5,1965,HdBoard,HdBoard,BrkFace,108.0,CBlock,TA,LwQ,1728,TA,1728,0,2,6,TA,10,0,none,Detchd,Unf,2,576,11,2008,142600,0
20,60.0,7332,NAmes,1Story,6,6,1959,WdShing,Wd Shng,BrkFace,207.0,CBlock,TA,BLQ,864,Ex,864,1,1,2,Gd,4,0,none,Attchd,Unf,1,288,10,2006,120000,168
60,83.0,13159,Timber,2Story,7,5,2009,VinylSd,VinylSd,None,0.0,PConc,Ex,Unf,846,Gd,1692,0,2,3,Gd,6,0,none,Attchd,RFn,2,650,7,2009,224500,322
80,76.0,9967,Gilbert,SLvl,7,5,2000,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,384,Ex,1430,0,2,3,TA,8,1,TA,BuiltIn,RFn,2,400,12,2007,170000,100
80,70.0,10500,NAmes,SLvl,5,7,1971,MetalSd,AsphShn,BrkFace,82.0,CBlock,TA,ALQ,372,TA,1109,0,1,3,TA,5,0,none,BuiltIn,Unf,1,288,12,2007,139000,35
50,80.0,8480,NAmes,1.5Fin,5,5,1947,MetalSd,MetalSd,None,0.0,CBlock,TA,Rec,832,TA,1216,0,1,2,TA,6,0,none,Detchd,Unf,1,336,10,2008,118500,260
50,52.0,6292,SWISU,1.5Fin,7,7,1928,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,861,Gd,1477,0,2,3,TA,6,1,Gd,Detchd,Unf,1,216,8,2009,145000,50
80,96.0,11777,Sawyer,SLvl,5,6,1966,VinylSd,VinylSd,BrkFace,97.0,CBlock,TA,LwQ,1164,Ex,1320,1,1,3,TA,6,2,Fa,Attchd,RFn,2,564,5,2006,164500,468
160,34.0,3604,Somerst,2Story,7,5,2007,VinylSd,VinylSd,None,0.0,PConc,Gd,Unf,689,Ex,1392,0,2,2,Gd,5,0,none,Detchd,Unf,2,540,2,2008,146000,102
50,81.0,12150,OldTown,1.5Fin,5,5,1954,MetalSd,MetalSd,BrkFace,335.0,BrkTil,TA,Unf,1050,Ex,1795,0,2,4,TA,7,0,none,Attchd,Unf,1,352,11,2008,131500,0
20,90.4186046511628,14585,NAmes,1Story,6,6,1960,Wd Sdng,Wd Sdng,BrkFace,85.0,CBlock,TA,BLQ,1144,Ex,1429,0,1,3,Gd,7,2,Gd,Attchd,Unf,2,572,6,2007,181900,326
20,98.0,12704,NridgHt,1Story,8,5,2008,VinylSd,VinylSd,BrkFace,306.0,PConc,Ex,Unf,2042,Ex,2042,0,2,3,Ex,8,1,Gd,Attchd,RFn,3,1390,8,2009,253293,90
90,81.0,11841,Edwards,SFoyer,6,5,1990,HdBoard,HdBoard,BrkFace,104.0,CBlock,Gd,GLQ,816,TA,816,1,1,3,TA,5,0,none,none,none,0,0,5,2007,118500,32
75,75.0,13500,OldTown,2.5Unf,10,9,1893,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,Unf,1237,Gd,2775,0,3,3,Gd,9,1,Gd,Detchd,Unf,2,880,7,2008,325000,607
50,51.0,6120,BrkSide,1.5Fin,4,7,1935,AsbShng,AsbShng,None,0.0,BrkTil,TA,Unf,884,Ex,1573,0,1,3,Gd,6,0,none,Detchd,Unf,1,240,7,2009,133000,174
20,88.0,11443,Timber,1Story,8,5,2005,VinylSd,VinylSd,BrkFace,208.0,PConc,Ex,GLQ,1868,Ex,2028,1,2,2,Gd,7,2,Gd,Attchd,RFn,3,880,3,2006,369900,392
30,55.0,10267,BrkSide,1Story,6,7,1918,Stucco,Wd Shng,None,0.0,BrkTil,TA,Rec,816,Ex,838,1,1,2,Fa,5,0,none,Detchd,Fin,1,275,5,2008,130000,112
85,74.0,8740,Sawyer,SFoyer,5,6,1982,HdBoard,HdBoard,None,0.0,CBlock,TA,ALQ,840,TA,860,1,1,2,TA,4,0,none,Detchd,Unf,2,528,7,2009,137000,0
20,65.0,25095,ClearCr,1Story,5,8,1968,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,GLQ,1437,Ex,1473,2,1,1,Ex,5,2,Gd,Attchd,Unf,1,452,6,2009,143000,108
40,50.0,9100,BrkSide,1Story,5,6,1930,VinylSd,VinylSd,None,0.0,BrkTil,TA,Unf,742,TA,935,0,1,2,TA,4,0,none,Detchd,Unf,1,308,8,2008,79500,0
60,64.0,8320,CollgCr,2Story,7,5,2004,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,770,Ex,1582,0,2,3,Gd,6,0,none,Attchd,RFn,2,520,9,2008,185900,45
60,97.0,13478,NridgHt,2Story,10,5,2008,CemntBd,CmentBd,Stone,420.0,PConc,Ex,GLQ,1722,Ex,2296,1,2,3,Ex,10,1,Gd,BuiltIn,RFn,3,842,6,2009,451950,656
20,60.0,6600,Mitchel,1Story,5,8,1982,HdBoard,HdBoard,None,0.0,PConc,TA,GLQ,816,Ex,816,1,1,2,TA,4,0,none,Detchd,Fin,2,816,6,2008,138000,0
120,90.4186046511628,4435,CollgCr,1Story,6,5,2003,VinylSd,VinylSd,BrkFace,170.0,PConc,Gd,GLQ,848,Ex,848,1,1,1,Gd,4,0,none,Attchd,Fin,2,420,5,2009,140000,140
20,88.0,7990,CollgCr,1Story,5,6,1975,HdBoard,HdBoard,None,0.0,CBlock,Gd,Unf,924,TA,924,0,1,3,TA,5,0,none,Detchd,Unf,1,280,4,2008,110000,0
20,69.0,11302,StoneBr,1Story,8,5,2005,VinylSd,Other,BrkFace,238.0,PConc,Gd,GLQ,1814,Ex,1826,1,2,3,Gd,7,1,TA,Attchd,Fin,3,758,8,2006,319000,375
70,60.0,3600,OldTown,2Story,6,7,1910,VinylSd,VinylSd,None,0.0,CBlock,TA,Unf,684,Ex,1368,0,1,3,TA,7,0,none,Detchd,Unf,1,216,10,2006,114504,158
120,53.0,3922,Blmngtn,1Story,7,5,2006,VinylSd,VinylSd,BrkFace,72.0,PConc,Ex,Unf,1258,Ex,1402,0,0,2,Gd,7,1,Gd,Attchd,Fin,3,648,2,2007,194201,136
20,80.0,12984,Crawfor,1Story,5,6,1977,Plywood,Plywood,BrkFace,459.0,CBlock,Gd,ALQ,1430,Ex,1647,1,2,3,Gd,7,1,TA,Attchd,Fin,2,621,3,2006,217500,0
160,24.0,1950,Blueste,2Story,6,6,1980,MetalSd,MetalSd,None,0.0,CBlock,Gd,LwQ,716,TA,1556,1,2,3,TA,6,1,TA,Attchd,Fin,2,452,7,2008,151000,161
60,74.0,10927,NridgHt,2Story,8,5,2005,VinylSd,VinylSd,BrkFace,280.0,PConc,Gd,GLQ,1058,Ex,1904,1,2,3,Ex,8,1,Gd,BuiltIn,Fin,2,736,6,2006,275000,239
50,50.0,9000,IDOTRR,1.5Fin,6,6,1937,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,Unf,780,TA,1375,0,1,3,Gd,6,1,Gd,Detchd,Unf,1,544,12,2007,141000,288
60,80.0,10041,SawyerW,2Story,8,5,1992,HdBoard,HdBoard,None,0.0,PConc,Gd,GLQ,908,Ex,1915,1,2,3,Gd,8,1,TA,Attchd,Fin,2,506,2,2006,220000,270
160,30.0,3182,Somerst,2Story,7,5,2004,MetalSd,MetalSd,None,0.0,PConc,Gd,Unf,600,Ex,1200,0,2,2,Gd,4,0,none,Detchd,RFn,2,480,6,2010,151000,172
20,88.0,12803,CollgCr,1Story,7,5,2002,VinylSd,VinylSd,BrkFace,99.0,PConc,Gd,GLQ,1494,Ex,1494,1,2,3,Gd,6,1,TA,Attchd,RFn,2,530,9,2008,221000,228
60,85.0,13600,NAmes,2Story,7,6,1965,HdBoard,HdBoard,BrkFace,176.0,CBlock,TA,BLQ,768,TA,1986,0,2,3,TA,7,3,Fa,Attchd,Unf,2,486,10,2009,205000,231
20,82.0,12464,CollgCr,1Story,5,5,1996,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,1040,Gd,1040,1,1,3,Gd,6,0,none,Detchd,Unf,2,576,11,2009,152000,168
20,78.0,7800,Edwards,2Story,5,8,1948,MetalSd,MetalSd,None,0.0,CBlock,TA,GLQ,896,Ex,2008,1,3,3,Ex,8,0,none,Attchd,Unf,1,230,8,2006,225000,103
70,78.0,12168,Crawfor,2Story,8,6,1934,BrkFace,Wd Sdng,None,0.0,PConc,Gd,BLQ,965,TA,3194,0,2,4,TA,10,2,Gd,Basment,Unf,2,380,9,2007,359100,0
20,61.0,7943,Sawyer,1Story,4,5,1961,VinylSd,VinylSd,BrkCmn,192.0,CBlock,TA,Rec,1029,Gd,1029,1,1,3,TA,5,0,none,Attchd,Unf,1,261,4,2007,118500,103
60,90.4186046511628,11050,CollgCr,2Story,9,5,2000,VinylSd,VinylSd,BrkFace,204.0,PConc,Ex,GLQ,1440,Ex,2153,1,2,3,Ex,8,2,Ex,Attchd,Fin,3,736,5,2009,313000,395
80,90.4186046511628,10395,NWAmes,SLvl,6,6,1978,HdBoard,HdBoard,BrkFace,233.0,CBlock,Gd,ALQ,1032,TA,1032,0,2,3,TA,6,1,TA,Attchd,Unf,2,564,7,2007,148000,0
60,90.4186046511628,11885,CollgCr,2Story,8,5,2001,VinylSd,VinylSd,BrkFace,108.0,PConc,Gd,GLQ,1299,Ex,1872,1,2,3,Ex,7,1,TA,BuiltIn,RFn,2,531,11,2009,261500,282
20,70.0,8402,Mitchel,1Story,5,5,2007,VinylSd,VinylSd,None,0.0,PConc,Gd,ALQ,1120,Ex,1120,0,1,3,TA,6,0,none,none,none,0,0,12,2007,147000,30
180,21.0,1491,MeadowV,SFoyer,4,6,1972,CemntBd,CmentBd,None,0.0,CBlock,Gd,LwQ,630,Ex,630,1,1,1,TA,3,0,none,none,none,0,0,5,2010,75500,120
85,80.0,8800,NAmes,SFoyer,6,7,1963,MetalSd,MetalSd,BrkFace,156.0,PConc,TA,GLQ,936,Ex,1054,1,1,3,Gd,6,0,none,Attchd,RFn,2,480,5,2010,137500,120
60,90.4186046511628,7861,Gilbert,2Story,6,5,2002,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,783,Ex,1509,1,2,3,Gd,7,1,Gd,Attchd,Fin,2,393,6,2006,183200,175
45,59.0,7227,NAmes,1.5Unf,6,6,1954,MetalSd,MetalSd,None,0.0,CBlock,TA,Unf,832,Gd,832,0,1,2,Gd,4,0,none,Detchd,Unf,2,528,6,2008,105500,0
20,90.0,11694,NridgHt,1Story,9,5,2007,CemntBd,CmentBd,BrkFace,452.0,PConc,Ex,GLQ,1822,Ex,1828,0,2,3,Gd,9,1,Gd,Attchd,Unf,3,774,7,2007,314813,368
60,85.0,12244,Timber,2Story,8,5,2003,VinylSd,VinylSd,Stone,226.0,PConc,Gd,GLQ,1482,Ex,2262,1,2,4,Gd,10,2,Gd,Attchd,Fin,3,749,8,2008,305000,168
30,45.0,8248,Edwards,1Story,3,3,1914,Stucco,Stucco,None,0.0,BrkTil,TA,BLQ,864,TA,864,1,1,2,TA,5,0,none,none,none,0,0,9,2008,67000,100
60,90.0,10800,NWAmes,2Story,6,7,1974,HdBoard,HdBoard,None,0.0,CBlock,TA,ALQ,1522,TA,2614,0,2,4,TA,9,1,TA,Attchd,RFn,2,624,6,2008,240000,281
20,71.0,7064,Sawyer,1Story,5,6,1977,Plywood,Plywood,BrkFace,153.0,CBlock,TA,BLQ,980,TA,980,0,1,3,TA,6,0,none,Detchd,Unf,2,484,7,2009,135000,192
160,90.4186046511628,2117,Somerst,2Story,6,5,2000,MetalSd,MetalSd,BrkFace,513.0,PConc,Gd,GLQ,756,Ex,1512,0,2,2,Gd,4,1,TA,Detchd,Unf,2,440,6,2007,168500,32
60,80.0,10400,NWAmes,2Story,6,5,1972,VinylSd,VinylSd,None,288.0,CBlock,TA,Rec,732,Gd,1790,1,1,4,TA,8,1,TA,Attchd,RFn,2,484,11,2006,165150,295
20,87.0,10000,NAmes,1Story,6,6,1962,Wd Sdng,Wd Sdng,BrkFace,261.0,CBlock,TA,Unf,1116,TA,1116,0,1,3,TA,5,0,none,Attchd,Unf,2,440,2,2010,160000,385
20,90.4186046511628,12342,NAmes,1Story,5,5,1960,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,Unf,978,TA,1422,0,1,3,TA,6,1,TA,Attchd,RFn,1,286,8,2007,139900,36
